state	joint	prior	likelihood	treeModel.rootHeight	age(root)	treeLength	exponential.popSize	exponential.growthRate	kappa	frequencies1	frequencies2	frequencies3	frequencies4	alpha	ucld.mean	ucld.stdev	meanRate	coefficientOfVariation	covariance	age(EPI_ISL_19216501|A/northern_fulmar/Greenland/08238-1.01/2023|H5N5|North_America|2023|wild_avian|A6)	age(EPI_ISL_19776983|A/bald_eagle/USA/005188-001/2025|H5N5|North_America|2025|wild_avian|A6)	age(EPI_ISL_19216500|A/glaucous_gull/Greenland/08236-1.02/2023|H5N5|North_America|2023|wild_avian|A6)	treeLikelihood	branchRates	coalescent
12000000	-50335.568508609176	-5766.103750088883	-44569.46475852029	5.9079995632266655	2020.1440552312938	124.08091735487419	16.842038622381683	0.4784562379507587	9.399071587808292	0.3390062504039839	0.19054922202203786	0.23914171289566868	0.23130281467830272	0.26022243727643346	0.002014692661280858	0.001734481968882061	0.0018040744732928456	0.8248525963218291	0.06732745552395729	2.4809859348953727	0.572715701031488	2.0706410954523053	-44569.46475852029	-4752.222150280621	-1013.7605404128981
12300000	-50258.04823977981	-5725.509598982447	-44532.538640797364	5.160397502003709	2020.8916572925168	113.80672879244293	15.514814161217528	0.5024894611508585	8.913541594585391	0.331709086190911	0.19425365107408976	0.2432856550372919	0.23075160769770117	0.23525905843184117	0.002397599191304112	0.0023451557899750787	0.002029824896861109	0.9702843516156094	0.05131777139924026	2.354325892140655	0.8138761133891913	2.198222814379391	-44532.538640797364	-4752.222150280621	-973.2136905580473
12600000	-50288.00924076597	-5716.75152445797	-44571.257716308	5.18337140993783	2020.8686833845827	114.80566720572976	10.202477752601126	0.33403239591999234	9.205680037675664	0.3329040751839086	0.19474163921844143	0.23764941839667017	0.23470486720097286	0.21497844151933473	0.0023089433885522125	0.002097511194891596	0.0019176394855451697	0.8828352036504348	0.1399226432276126	2.288491279290941	1.0332410614134449	2.1661983149207256	-44571.257716308	-4752.222150280621	-965.0584410657999
12900000	-50222.43664056357	-5704.213452785723	-44518.22318777785	5.016513757892211	2021.0355410366283	109.77895736133442	13.512375123521043	0.47078042569654244	8.62464027940954	0.3302845709151998	0.19974370981448078	0.2387757838826923	0.23119593538762032	0.20563652008135894	0.0026564814955644302	0.002941227511581012	0.002080972993658844	1.0875894968477553	0.03676060517250833	2.0956862041265683	1.0104894129565025	2.1125347498176437	-44518.22318777785	-4752.222150280621	-952.1144963876533
13200000	-50225.44137769378	-5678.849346512291	-44546.59203118149	5.7566271405674145	2020.295427653953	108.28211998332287	11.746100262298375	0.47685109461690633	8.892565626241803	0.33410351891653595	0.19715250087690586	0.23603457835943328	0.23270940184711836	0.2352065172617048	0.0027628077581085685	0.0029223580374000274	0.0021354976011664266	0.997650527524288	0.034853436055566726	2.336530162581873	1.0225322030372075	2.074844640255305	-44546.59203118149	-4752.222150280621	-926.7377985785389
13500000	-50228.02855774812	-5698.623659867073	-44529.404897881046	5.068119853096961	2020.9839349414235	107.504047676163	17.35953867508526	0.6825639221844305	9.532567882648548	0.3259101466139506	0.20051894861301967	0.24089051980708112	0.23268038496594154	0.23486060589860294	0.002623971230725717	0.0028908022496894788	0.002050005794378899	0.9853984038965415	0.05308201451044498	2.4148363703528313	0.8926209768392018	2.0605850859710415	-44529.404897881046	-4752.222150280621	-945.8320519964473
13800000	-50285.223622686084	-5719.9524222709815	-44565.2712004151	5.040719377911181	2021.0113354166092	111.22608972925772	21.553134694173128	0.7110334559493962	9.085615877269035	0.3340876272417665	0.19820358354118583	0.23622670292097986	0.23148208629606037	0.21119496200042473	0.002349922530107443	0.0021913380396473147	0.00200394310066829	0.8248902129085991	0.010469044454067645	2.2043041264748195	0.9463672262990211	2.3630553665985348	-44565.2712004151	-4752.222150280621	-967.144127655793
14100000	-50233.148103803454	-5718.531485989422	-44514.616617814034	5.41587934550925	2020.6361754490113	112.49101097869551	10.676804081628047	0.37426417299649833	8.418484555642145	0.32939961204536544	0.20658620772979946	0.23358264656221253	0.2304315336626154	0.22914792610195736	0.002524787033042367	0.002703710038667535	0.0020311920497576427	0.9363315923211158	0.027092649741336034	2.4364530089475336	0.9743694853879429	2.0972604188508406	-44514.616617814034	-4752.222150280621	-966.8053870891912
14400000	-50231.62205631871	-5699.333498640874	-44532.288557677835	5.755283952251493	2020.2967708422689	110.02954544906483	13.215545238882756	0.4757333311202362	8.852492229235498	0.32163034025651377	0.19887292645179025	0.2403468317254721	0.23914990156621677	0.24532426115943679	0.0025377547098204517	0.0024661248865500275	0.0020665324873466034	0.9332696866472239	0.017944417769082625	2.4252405669640282	0.9388948566842149	2.1658189319655055	-44532.288557677835	-4752.222150280621	-947.1646882133533
14700000	-50248.96741664599	-5696.940043374056	-44552.02737327193	6.139901893043832	2019.9121529014767	112.84833648966878	12.213656093181115	0.4393614657579209	9.225705918232148	0.326316219814877	0.19525067641897645	0.24259914688000836	0.23583395688613087	0.2302758313342774	0.0025287656399515797	0.00246375092759074	0.002013021680464996	0.9692163457698745	0.020284780914727796	2.4401744404678922	1.0061213695447164	2.054311889535946	-44552.02737327193	-4752.222150280621	-944.8517864732452
15000000	-50269.357208092886	-5705.838055076501	-44563.51915301639	5.775423837702013	2020.2766309568185	112.44816797767436	12.39567301588852	0.4273439225063604	9.452885520570927	0.3282696506542196	0.19498592484617286	0.2406058369949697	0.23613858750463027	0.21856343024651825	0.002479166850838919	0.002451970311508562	0.00206900172275243	0.8844737235224917	-0.03546386829796189	2.3457934541426426	1.0207138782236729	2.0600726757459435	-44563.51915301639	-4752.222150280621	-953.7416597477883
15300000	-50331.88617749567	-5750.189953410654	-44581.69622408501	5.627510075397125	2020.4245447191233	120.3302020843465	13.485884323560638	0.4550655720158754	8.737015443581043	0.3287232549852681	0.19863796929968805	0.24271234235467493	0.2299264333603617	0.21371454268911885	0.002253969543136345	0.0020341848771064006	0.0018781988347079982	0.8645605559875145	0.017412202083094075	2.2936016841838063	0.9373752406654737	2.357256663183402	-44581.69622408501	-4752.222150280621	-998.2211195720977
15600000	-50238.25529305905	-5730.472902902566	-44507.782390156484	5.309717253921162	2020.7423375405992	116.88310789896776	12.885486667034378	0.425320952652478	8.440884870345904	0.3273874508474158	0.1954949428963009	0.2408175930271533	0.2363000132291231	0.23263628231191852	0.002319871061253244	0.002458830719557382	0.0018674555011624287	0.9561781953332598	-0.04240935740556737	2.378828788424987	0.9603750559945046	2.2659573500439594	-44507.782390156484	-4752.222150280621	-978.5712301857836
15900000	-50278.45343924407	-5743.611166129712	-44534.84227311436	5.6733809062548195	2020.3786738882657	118.9656064433963	14.72348102708587	0.4627959639703608	9.290731075246978	0.3343520642475683	0.19733983033548222	0.23838520397298746	0.22992290144395444	0.20938988086884452	0.002288243169415382	0.0022676607333108004	0.001887985796470207	0.9692786474159975	-0.002348557958175766	2.252875453866684	1.0101398104425592	2.212210011498014	-44534.84227311436	-4752.222150280621	-991.4319268189298
16200000	-50244.10357374445	-5720.825460440667	-44523.27811330378	5.44994856691679	2020.6021062276036	114.39061085780372	13.210082097866938	0.4431556938868388	9.593226157363327	0.3265429839703916	0.19785457103482199	0.24035446608416908	0.23524797891060992	0.2392026809666765	0.0025494108189838714	0.002629383186577224	0.002046786251385946	0.914852736833171	-0.015100688832937631	2.285054706014013	0.9764635919548784	2.3447606319587053	-44523.27811330378	-4752.222150280621	-968.5629905337321
16500000	-50245.874435586404	-5732.611096687497	-44513.263338898905	5.588031278490494	2020.46402351603	118.24378104883456	12.108328895847285	0.4073393813756158	8.92704385374535	0.326988752666231	0.19556971694582764	0.24842883511450511	0.22901269527342913	0.210390296916972	0.0025490475429810143	0.0027446043672389037	0.001906410556493889	0.993887262692391	0.027842257915469144	2.3469863620130442	0.9311963673922669	2.2261815090830877	-44513.263338898905	-4752.222150280621	-980.6640658030763
16800000	-50272.69938834291	-5713.376646939221	-44559.32274140369	5.195447879642823	2020.8566069148776	111.77580977560565	14.256971077654374	0.4646067383609913	8.000567273735415	0.3288335118588278	0.19714882884496768	0.24391310749800804	0.23010455179818928	0.20865095574337444	0.0025337950005888048	0.0022225325836021325	0.0020919734565952464	0.8435008354136121	0.009477191522593697	2.3270169250008474	0.8532559490287194	2.299356058546223	-44559.32274140369	-4752.222150280621	-961.3962247725669
